title,cast,director,keywords,genres,soup
The Claim,"['petermullan', 'millajovovich', 'wesbentley']",michaelwinterbottom,[],"['drama', 'romance', 'western']", petermullan millajovovich wesbentley m i c h a e l w i n t e r b o t t o m drama romance western
The Vatican Tapes,"['oliviataylordudley', 'michaelpeña', 'djimonhounsou']",markneveldine,"['exorcism', 'anti-christ', 'exorcist']","['thriller', 'horror']",exorcism anti-christ exorcist oliviataylordudley michaelpeña djimonhounsou m a r k n e v e l d i n e thriller horror
Attack the Block,"['nickfrost', 'jodiewhittaker', 'johnboyega']",joecornish,"['streetgang', 'fireworks', 'chase']","['action', 'comedy', 'sciencefiction']",streetgang fireworks chase nickfrost jodiewhittaker johnboyega j o e c o r n i s h action comedy sciencefiction
In the Land of Blood and Honey,"['zanamarjanović', 'gorankostić', 'brankođurić']",angelinajolie,"['muslim', 'sistersisterrelationship', 'sarajevo']","['drama', 'romance', 'war']",muslim sistersisterrelationship sarajevo zanamarjanović gorankostić brankođurić a n g e l i n a j o l i e drama romance war
The Call,"['halleberry', 'abigailbreslin', 'morrischestnut']",bradanderson,"['underground', 'gasstation', 'kidnapping']","['crime', 'thriller']",underground gasstation kidnapping halleberry abigailbreslin morrischestnut b r a d a n d e r s o n crime thriller
Operation Chromite,"['leejung-jae', 'liamneeson', 'leebeom-soo']",johnh.lee,"['korea', 'fictionalizedhistory', 'operation""trudyjackson""']","['history', 'drama', 'war']","korea fictionalizedhistory operation""trudyjackson"" leejung-jae liamneeson leebeom-soo j o h n h . l e e history drama war"
The Crocodile Hunter: Collision Course,"['steveirwin', 'terriirwin', 'magdaszubanski']",johnstainton,['crocodile'],"['family', 'action', 'adventure']",crocodile steveirwin terriirwin magdaszubanski j o h n s t a i n t o n family action adventure
I Love You Phillip Morris,"['jimcarrey', 'ewanmcgregor', 'lesliemann']",glennficarra,"['judge', 'smalltown', 'conman']","['comedy', 'drama', 'romance']",judge smalltown conman jimcarrey ewanmcgregor lesliemann g l e n n f i c a r r a comedy drama romance
Quest for Fire,"['everettmcgill', 'ronperlman', 'nicholaskadi']",jean-jacquesannaud,"['stoneage', 'cavemen', 'prehistoricadventure']","['adventure', 'drama']",stoneage cavemen prehistoricadventure everettmcgill ronperlman nicholaskadi j e a n - j a c q u e s a n n a u d adventure drama
Antwone Fisher,"['derekluke', 'malcolmdavidkelley', 'coryhodges']",denzelwashington,"['u.s.navy', 'biography']","['drama', 'romance']",u.s.navy biography derekluke malcolmdavidkelley coryhodges d e n z e l w a s h i n g t o n drama romance
The Emperor's Club,"['kevinkline', 'emilehirsch', 'embethdavidtz']",michaelhoffman,[],"['drama', 'romance']", kevinkline emilehirsch embethdavidtz m i c h a e l h o f f m a n drama romance
True Romance,"['christianslater', 'patriciaarquette', 'michaelrapaport']",tonyscott,"['fathersonrelationship', 'filmproducer', 'mexicanstandoff']","['action', 'thriller', 'crime']",fathersonrelationship filmproducer mexicanstandoff christianslater patriciaarquette michaelrapaport t o n y s c o t t action thriller crime
Womb,"['evagreen', 'mattsmith', 'lesleymanville']",benedekfliegauf,[],"['romance', 'sciencefiction']", evagreen mattsmith lesleymanville b e n e d e k f l i e g a u f romance sciencefiction
Glengarry Glen Ross,"['alpacino', 'jacklemmon', 'alecbaldwin']",jamesfoley,"['robbery', 'office', 'shop']","['crime', 'drama', 'mystery']",robbery office shop alpacino jacklemmon alecbaldwin j a m e s f o l e y crime drama mystery
The Killer Inside Me,"['caseyaffleck', 'katehudson', 'jessicaalba']",michaelwinterbottom,"['sheriff', 'crimefighter']","['crime', 'drama', 'thriller']",sheriff crimefighter caseyaffleck katehudson jessicaalba m i c h a e l w i n t e r b o t t o m crime drama thriller
Cat People,"['nastassjakinski', 'malcolmmcdowell', 'johnheard']",paulschrader,"['shotgun', 'attack', 'lingerie']","['drama', 'fantasy', 'horror']",shotgun attack lingerie nastassjakinski malcolmmcdowell johnheard p a u l s c h r a d e r drama fantasy horror
Sorority Row,"['rumerwillis', 'brianaevigan', 'jamiechung']",stewarthendler,"['femalenudity', 'graduation', 'serialkiller']","['horror', 'mystery', 'thriller']",femalenudity graduation serialkiller rumerwillis brianaevigan jamiechung s t e w a r t h e n d l e r horror mystery thriller
The Prisoner of Zenda,"['ronaldcolman', 'madeleinecarroll', 'raymondmassey']",johncromwell,"['kidnapping', 'coronation', 'villain']","['adventure', 'drama', 'romance']",kidnapping coronation villain ronaldcolman madeleinecarroll raymondmassey j o h n c r o m w e l l adventure drama romance
Lars and the Real Girl,"['ryangosling', 'emilymortimer', 'paulschneider']",craiggillespie,"['garage', 'lonewolf', 'dyinganddeath']","['comedy', 'romance', 'drama']",garage lonewolf dyinganddeath ryangosling emilymortimer paulschneider c r a i g g i l l e s p i e comedy romance drama
The Boy in the Striped Pyjamas,"['asabutterfield', 'jackscanlon', 'verafarmiga']",markherman,"['nationalism', 'concentrationcamp', 'worldwarii']","['war', 'drama']",nationalism concentrationcamp worldwarii asabutterfield jackscanlon verafarmiga m a r k h e r m a n war drama
Dancer in the Dark,"['björk', 'catherinedeneuve', 'davidmorse']",larsvontrier,"['individual', 'dancing', 'usa']","['drama', 'crime', 'music']",individual dancing usa björk catherinedeneuve davidmorse l a r s v o n t r i e r drama crime music
Oscar and Lucinda,"['ralphfiennes', 'cateblanchett', 'ciaránhinds']",gillianarmstrong,"['minister', 'australia', 'inheritance']","['drama', 'romance']",minister australia inheritance ralphfiennes cateblanchett ciaránhinds g i l l i a n a r m s t r o n g drama romance
The Funeral,"['christopherwalken', 'chrispenn', 'annabellasciorra']",abelferrara,"['suicide', 'bedroom', 'strike']","['crime', 'drama']",suicide bedroom strike christopherwalken chrispenn annabellasciorra a b e l f e r r a r a crime drama
Solitary Man,"['michaeldouglas', 'dannydevito', 'jesseeisenberg']",briankoppelman,"['infidelity', 'bankrupt', 'loneliness']","['comedy', 'drama', 'romance']",infidelity bankrupt loneliness michaeldouglas dannydevito jesseeisenberg b r i a n k o p p e l m a n comedy drama romance
Machete,"['dannytrejo', 'michellerodriguez', 'jessicaalba']",robertrodriguez,"['illegalimmigration', 'immigrationlaw', 'machete']","['action', 'comedy', 'thriller']",illegalimmigration immigrationlaw machete dannytrejo michellerodriguez jessicaalba r o b e r t r o d r i g u e z action comedy thriller
Casino Jack,"['kevinspacey', 'kellypreston', 'hannahendicott-douglas']",georgehickenlooper,"['biography', 'duringcreditsstinger']","['crime', 'comedy', 'drama']",biography duringcreditsstinger kevinspacey kellypreston hannahendicott-douglas g e o r g e h i c k e n l o o p e r crime comedy drama
The Land Before Time,"['gabrieldamon', 'candacehutson', 'judithbarsi']",donbluth,"['vulkan', 'lossofmother', 'tyrannosaurusrex']","['animation', 'adventure', 'family']",vulkan lossofmother tyrannosaurusrex gabrieldamon candacehutson judithbarsi d o n b l u t h animation adventure family
Tae Guk Gi: The Brotherhood of War,"['jangdong-gun', 'wonbin', 'leeeun-ju']",kangje-gyu,"['archaeologist', 'koreanwar', 'northkorea']","['action', 'adventure', 'drama']",archaeologist koreanwar northkorea jangdong-gun wonbin leeeun-ju k a n g j e - g y u action adventure drama
The Perfect Game,"['cliftoncollinsjr', 'cheechmarin', 'moisésarias']",williamdear,"['baseball', 'sport', 'basedontruestory']","['drama', 'family']",baseball sport basedontruestory cliftoncollinsjr cheechmarin moisésarias w i l l i a m d e a r drama family
The Exorcist,"['lindablair', 'maxvonsydow', 'ellenburstyn']",williamfriedkin,"['exorcism', 'holywater', 'religionandsupernatural']","['drama', 'horror', 'thriller']",exorcism holywater religionandsupernatural lindablair maxvonsydow ellenburstyn w i l l i a m f r i e d k i n drama horror thriller
Jaws,"['royscheider', 'robertshaw', 'richarddreyfuss']",stevenspielberg,"['fishing', 'atlanticocean', 'bathing']","['horror', 'thriller', 'adventure']",fishing atlanticocean bathing royscheider robertshaw richarddreyfuss s t e v e n s p i e l b e r g horror thriller adventure
American Pie,"['jasonbiggs', 'chrisklein', 'thomasiannicholas']",chrisweitz,"['graduation', 'innocence', 'comingofage']","['comedy', 'romance']",graduation innocence comingofage jasonbiggs chrisklein thomasiannicholas c h r i s w e i t z comedy romance
Ernest & Celestine,"['anne-marieloop', 'lambertwilson', 'paulinebrunner']",stéphaneaubier,"['mouse', 'musician', 'friendship']","['animation', 'comedy', 'drama']",mouse musician friendship anne-marieloop lambertwilson paulinebrunner s t é p h a n e a u b i e r animation comedy drama
The Golden Child,"['eddiemurphy', 'charlesdance', 'charlottelewis']",michaelritchie,"['monk', 'socialworker', 'wretch']","['action', 'adventure', 'comedy']",monk socialworker wretch eddiemurphy charlesdance charlottelewis m i c h a e l r i t c h i e action adventure comedy
Think Like a Man,"['michaelealy', 'jerryferrara', 'meagangood']",timstory,"['advice', 'love', 'relationship']","['comedy', 'romance']",advice love relationship michaelealy jerryferrara meagangood t i m s t o r y comedy romance
Barbershop,"['icecube', 'anthonyanderson', 'cedrictheentertainer']",timstory,"['hairdresser', 'shop', 'neighbor']","['comedy', 'drama']",hairdresser shop neighbor icecube anthonyanderson cedrictheentertainer t i m s t o r y comedy drama
Star Trek II: The Wrath of Khan,"['williamshatner', 'leonardnimoy', 'deforestkelley']",nicholasmeyer,"['ussenterprise', 'genesis', 'asteroid']","['action', 'adventure', 'sciencefiction']",ussenterprise genesis asteroid williamshatner leonardnimoy deforestkelley n i c h o l a s m e y e r action adventure sciencefiction
Ace Ventura: Pet Detective,"['jimcarrey', 'seanyoung', 'courteneycox']",tomshadyac,"['dolphin', 'mascot', 'privatedetective']","['comedy', 'mystery']",dolphin mascot privatedetective jimcarrey seanyoung courteneycox t o m s h a d y a c comedy mystery
WarGames,"['matthewbroderick', 'dabneycoleman', 'allysheedy']",johnbadham,"['videogame', 'artificialintelligence', 'fbi']","['thriller', 'sciencefiction']",videogame artificialintelligence fbi matthewbroderick dabneycoleman allysheedy j o h n b a d h a m thriller sciencefiction
Witness,"['harrisonford', 'kellymcgillis', 'josefsommer']",peterweir,"['corruption', 'detective', 'policebrutality']","['crime', 'drama', 'romance']",corruption detective policebrutality harrisonford kellymcgillis josefsommer p e t e r w e i r crime drama romance
Act of Valor,"['roselynsánchez', 'emiliorivera', 'nestorserrano']",mikemccoy,"['submarine', 'navy', 'scubadiving']","['action', 'thriller', 'war']",submarine navy scubadiving roselynsánchez emiliorivera nestorserrano m i k e m c c o y action thriller war
Step Up,"['channingtatum', 'jennadewan', 'damaineradcliff']",annefletcher,"['dancing', 'newlove', 'dance']","['music', 'drama', 'romance']",dancing newlove dance channingtatum jennadewan damaineradcliff a n n e f l e t c h e r music drama romance
Beavis and Butt-Head Do America,"['mikejudge', 'brucewillis', 'demimoore']",mikejudge,"['washingtond.c.', 'casino', 'hotel']","['animation', 'comedy']",washingtond.c. casino hotel mikejudge brucewillis demimoore m i k e j u d g e animation comedy
Jackie Brown,"['pamgrier', 'samuell.jackson', 'robertforster']",quentintarantino,"['airport', 'underworld', 'armsdeal']","['comedy', 'crime', 'romance']",airport underworld armsdeal pamgrier samuell.jackson robertforster q u e n t i n t a r a n t i n o comedy crime romance
Harold & Kumar Escape from Guantanamo Bay,"['johncho', 'kalpenn', 'neilpatrickharris']",jonhurwitz,"['terrorist', 'aftercreditsstinger', 'duringcreditsstinger']","['comedy', 'adventure']",terrorist aftercreditsstinger duringcreditsstinger johncho kalpenn neilpatrickharris j o n h u r w i t z comedy adventure
Chronicle,"['danedehaan', 'alexrussell', 'michaelb.jordan']",joshtrank,"['seattle', 'telekinesis', 'friendship']","['sciencefiction', 'drama', 'thriller']",seattle telekinesis friendship danedehaan alexrussell michaelb.jordan j o s h t r a n k sciencefiction drama thriller
Yentl,"['barbrastreisand', 'mandypatinkin', 'amyirving']",barbrastreisand,"['studies', 'music', 'disguise']","['music', 'drama', 'romance']",studies music disguise barbrastreisand mandypatinkin amyirving b a r b r a s t r e i s a n d music drama romance
Time Bandits,"['seanconnery', 'johncleese', 'shelleyduvall']",terrygilliam,"['treasure', 'map', 'magic']","['family', 'fantasy', 'sciencefiction']",treasure map magic seanconnery johncleese shelleyduvall t e r r y g i l l i a m family fantasy sciencefiction
Crossroads,"['britneyspears', 'zoesaldana', 'tarynmanning']",tamradavis,"['dancing', 'women', 'sex']","['action', 'adventure', 'comedy']",dancing women sex britneyspears zoesaldana tarynmanning t a m r a d a v i s action adventure comedy
Project X,"['olivercooper', 'jonathandanielbrown', 'thomasmann']",nimanourizadeh,"['vandalism', 'highschool', 'swimmingpool']","['comedy', 'crime']",vandalism highschool swimmingpool olivercooper jonathandanielbrown thomasmann n i m a n o u r i z a d e h comedy crime
Patton,"['georgec.scott', 'karlmalden', 'stephenyoung']",franklinj.schaffner,"['general', 'worldwarii', 'normandy']","['drama', 'history', 'war']",general worldwarii normandy georgec.scott karlmalden stephenyoung f r a n k l i n j . s c h a f f n e r drama history war
One Hour Photo,"['robinwilliams', 'connienielsen', 'michaelvartan']",markromanek,"['sexualabuse', 'hotelroom', 'cheating']","['horror', 'thriller']",sexualabuse hotelroom cheating robinwilliams connienielsen michaelvartan m a r k r o m a n e k horror thriller
Quarantine,"['jennifercarpenter', 'steveharris', 'jayhernandez']",johnerickdowdle,"['quarantine', 'remake', 'tvreporter']","['horror', 'sciencefiction', 'thriller']",quarantine remake tvreporter jennifercarpenter steveharris jayhernandez j o h n e r i c k d o w d l e horror sciencefiction thriller
The Eye,"['jessicaalba', 'alessandronivola', 'parkerposey']",davidmoreau,"['sistersisterrelationship', 'blindnessandimpairedvision', 'eyeoperation']","['drama', 'horror', 'thriller']",sistersisterrelationship blindnessandimpairedvision eyeoperation jessicaalba alessandronivola parkerposey d a v i d m o r e a u drama horror thriller
Johnson Family Vacation,"['cedrictheentertainer', 'vanessawilliams', 'steveharvey']",christophererskin,[],"['comedy', 'family']", cedrictheentertainer vanessawilliams steveharvey c h r i s t o p h e r e r s k i n comedy family
How High,"['methodman', 'redman', 'obbababatundé']",jessedylan,"['carpet', 'pimp', 'harvarduniversity']",['comedy'],carpet pimp harvarduniversity methodman redman obbababatundé j e s s e d y l a n comedy
The Muppet Christmas Carol,"['michaelcaine', 'donausten', 'meredithbraun']",brianhenson,"['holiday', 'future', 'musical']","['comedy', 'family', 'fantasy']",holiday future musical michaelcaine donausten meredithbraun b r i a n h e n s o n comedy family fantasy
Frida,"['salmahayek', 'alfredmolina', 'míamaestro']",julietaymor,"['painter', ""loveofone'slife"", 'disabled']","['drama', 'romance']",painter loveofone'slife disabled salmahayek alfredmolina míamaestro j u l i e t a y m o r drama romance
Katy Perry: Part of Me,"['katyperry', 'russellbrand', 'shannonwoodward']",dancutforth,['womandirector'],"['documentary', 'music']",womandirector katyperry russellbrand shannonwoodward d a n c u t f o r t h documentary music
The Fault in Our Stars,"['shailenewoodley', 'anselelgort', 'natwolff']",joshboone,"['amsterdam', 'basedonnovel', 'supportgroup']","['romance', 'drama']",amsterdam basedonnovel supportgroup shailenewoodley anselelgort natwolff j o s h b o o n e romance drama
Rounders,"['mattdamon', 'johnturturro', 'gretchenmol']",johndahl,"['gambling', 'law', 'compulsivegambling']","['drama', 'crime']",gambling law compulsivegambling mattdamon johnturturro gretchenmol j o h n d a h l drama crime
